,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved,month,day,year,report_minus_crash,arrival_minus_crash,arrival_minus_report,no_automobile,hour,route:from,route:to,cause1,cause2
0,"['AKR', '-IPT']",KM 2.5 NEAR ANTI CULTIT P/STATION,KPA 328 LG & LSR 999 XN,2 BUS,2 COM,2 TYT,2 HIACE,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,9.0,2,9,2016,1800,2220,420,2,3,AKR,-IPT,SOS,
1,"['AKR', 'IPT']",KM 6 ILARA MOKIN,AKD 991 CE & EKY 431 EH,BUS & CAR,2 PVT,HONDA & TYT,ODESS& COROLLA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2,9,2016,120,300,180,2,10,AKR,IPT,DGD,
2,"['AKR', 'OWO']",KM 2.5  SEENI JUNT. ,DKA  378 YYY & TFB 118 XA,2 BUS,2 COM,2 PGT,2 J5,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,8,9,2016,660,1200,540,2,0,AKR,OWO,DGD,
3,"['AKR', 'IPT']",KM 13 ERO JUNT,"FKJ 611 XB, KNR 377 XA & GED 81 XA",3 BUS,2 COM & PVT,2 TYT & IZUZU,"HIACE, PICNIC & BUS",3.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,3.0,8.0,5.0,0.0,1.0,14.0,9,18,2016,1380,2100,720,3,16,AKR,IPT,WOV,
4,"['AKR', 'OWO']",KM1.5 NNPC MEGA STATION,AKR 397 AT & WWW 405  AA,2 CAR,2 PVT,2 NISSAN,2 ALMERA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,9,23,2016,120,180,60,2,18,AKR,OWO,WOV,
5,"['AKR', 'OWO']",KM 4 QUARTER GUARD,NO NOS,BUS,PVT,TYT,SIENNA ,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9,25,2016,300,600,300,1,4,AKR,OWO,SOS,
6,"['ORE', 'LAG']",KM 23 OMOTOSHO AXIS,SMK 355 CK & XA 349 DGB,BUS & TRK,PVT & COM,TYT & BEDFORD,SIENNA & TRK,5.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,8.0,3,9,2016,1200,2820,1620,2,9,ORE,LAG,SPV,
7,"['ORE', 'LAG']",KM 4 B4 NNPC FILLING STATION,GWK 730 XA,BUS,COM,TYT,SIENNA,3.0,3.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,8.0,9,22,2016,300,420,120,1,20,ORE,LAG,SLV,
8,"['ORE', 'BEN']",KM 13 OWENA VILLAGE,APP 525 EC,JEEP,PVT,TYT,JEEP,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,5.0,9,24,2016,300,600,300,1,12,ORE,BEN,SLV,
9,"['ORE', 'LAG']",QKM 7 AFTER MTN MAST,AWK 815 XA & NO NOS,BUS & TRK,2 COM,TYT & MAN DIESEL,HIACE & TRK,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,15.0,9,25,2016,420,720,300,2,14,ORE,LAG,SLV,OTH
10,"['ORE', 'OND']",KM 7 OMI IFON VILLAGE,KSF 357 BG,CAR,PVT,TYT,CAMRY,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,5.0,9,26,2016,540,900,360,1,17,ORE,OND,SLV,
11,"['ORE', 'LAG']",KM 13 FRM ORE ,KTU 683 EH,CAR,PVT,V/W,GOLF,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,9,28,2016,600,1020,420,1,16,ORE,LAG,SLV,
12,"['OWO', 'AKR']",KM 14 CLOSE TO AMURIN,KSF 711 DL,CAR,PVT,TYT,CAMRY,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,9,13,2016,420,1140,720,1,8,OWO,AKR,TBT,
13,"['OWO', 'AKR']",KM 3 ISUADA JUNCT,SUA 009 WH,BIKE,COM,BAJAJ,BOXERS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,9,21,2016,120,300,180,1,12,OWO,AKR,SLV,
14,"['OWO', 'AKR']",KM 4 POLY GATE,"LES 112 AA, MC 806 AAA & XL 796 AKR",2 CAR & BUS,2 PVT & COM,"NISSAN, TYT & FORD","ALMERA, COROLA & EXPERT",0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,10.0,9,23,2016,420,600,180,3,13,OWO,AKR,MDV,
15,"['IKR', 'OWO']",KM 23 OBA AKOKO CLOSE TO OBA POLICE STATION,NO NOS,BIKE,COM,BOXER,BAJAJ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,9,2016,120,720,600,1,20,IKR,OWO,SPV,
16,"['IKR', 'T/SHIP']",KM 0.2 JUBILLEE RD OPP WEMA BANK,2 NO NOS,2 BIKE,2 COM,JICHENG & BOXERS,2 BIKE,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,12,9,2016,60,240,180,2,16,IKR,T/SHIP,WOV,
17,"['OND', 'IFE']",KM 2 JAYE FILLING STATION,MNA 803 XA & NO NOS,TRK & BIKE,2 COM,MIST & BIKE,TRK & BIKE,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,7,9,2016,120,300,180,2,19,OND,IFE,SPV,
18,"['OND', 'IFE']",KM 8 ETI ONI,XB 574 BRK & XA 779 PTN,2 TRK,2 COM,DAF & MAN DISEAL,2 TRK,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8,9,2016,120,960,840,2,7,OND,IFE,OBS,SPV
19,"['IFON', 'OWO']",KM 2.5 AFTER ARMY CHECK POINT,SMK 222 DQ ,CAR,PVT,TYT,CAMRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9,23,2016,120,180,60,1,9,IFON,OWO,SLV,
20,"['IFIN', 'T/SHIP']",KM 5 IMORU RD AFTER NIMIC OFFICE,USH 144 QN & WWW 542 XA,BIKE & BUS,2 COM,QLINK & FORD,BIKE & TRANSIT,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,9,26,2016,0,300,300,2,15,IFIN,T/SHIP,SLV,
21,"['AKR', 'OWO']",KM 25 B4 OGESE,KTU 940 AS & NSR 813 XA,CAR & TRK,2 COM,V/WAGEN & DAF,GOLF & TRK,1.0,4.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,8.0,8,12,2016,4860,6180,1320,2,5,AKR,OWO,WOV,
22,"['AKR', 'IPT']",KM 13 SHASHA IGBARA OKE,LSD 732 EA & DKA 12 XA,JEEP & BUS,PVT & COM,MIST & TYT,LANCER & HIACE,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,12,12,2016,1500,2400,900,2,17,AKR,IPT,WOV,
23,"['LAG', '-ORE']",KM 3 ORE TOLL GATE,HIT & RUN BLACK JEEP,JEEP,PVT,JEEP,JEEP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2,12,2016,120,300,180,1,10,LAG,-ORE,DGD,SLV
24,"['LAG', '-ORE']",KM 8 STEP DOWN,KTU 107 XP & RMG 169 XP,BUS & TRK,PVT & COM,TYT & HOWO,SIENNA & SINO TRK,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,11.0,11,12,2016,600,1500,900,2,14,LAG,-ORE,SLV,
25,"['LAG', '-ORE']",KM 11 OMI IFON,BDG 368 XJ & KMC 178 XR,BUS & TRK,2 COM,TYT & HOWO,HIACE & SINO TRK,3.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,2.0,11.0,9.0,3.0,0.0,2.0,14.0,12,18,2016,300,780,480,2,16,LAG,-ORE,DGD,SPV
26,"['ORE', 'OND']",KM 4 FRM ORE,FEE 162 AA & 2 NO NOS,JEEP  & 2 BIKE,PVT & 2 COM,RANGE ROVER & 2 HAOJUE,JEEP & 2 SUZUKI,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,12,28,2016,420,720,300,3,13,ORE,OND,DGD,SPV
27,"['ORE', 'LAG']",KM 16  OMOTOSHO,BDG65DY & IFEMELUMMA NDI IGBO1,CAR & JEEP,2 PVT,2 NISSAN,ALTIMA & INFINITI JEEP,2.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,12,28,2016,300,900,600,2,11,ORE,LAG,SPV,
28,"['OWO', 'AKR']",KM 18 AMURIN,GYH  448 XA & KJA 321 XT,BUS & TRK,2 COM,TYT & M/BENZ,HIACE & TRK,8.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,21.0,7,12,2016,240,540,300,2,17,OWO,AKR,DGD,
29,"['OWO', 'AKR']",KM 1  AFTER IKR JUNCT,NO NOS &  ZAR 253 XA,BIKE & TRK,2 COM,BAJAJ & MAN DISEAL,BOXERS & MAN DISEAL,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,7,12,2016,240,540,300,2,17,OWO,AKR,MDV,
30,"['IKR', 'ISUA']",KM 21 OKIA  VALLEY,JMA 59 XA,BUS,COM,TYT,HIACE,13.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,21.0,9,12,2016,240,1020,780,1,6,IKR,ISUA,OVL,
31,"['IKR', 'OWO']",KM 15 AAUA VC LORGE AKUNGBA,NSH758 YG & LMD 468 ST,2 BUS,2 PVT,TYT & MAZDA,HIACE & BUS,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,1.0,15.0,12,13,2016,300,840,540,2,3,IKR,OWO,SLV,
32,"['IKR', 'OWO']",KM 17 ETIORO TOWW HALL,AG 861 KAA & SMK 499 XS,BUS & TRK,2 COM,TYT & ASUZU,PREVIA & TRK,4.0,2.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,8.0,12,19,2016,300,840,540,2,18,IKR,OWO,DGD,
33,"['OND', 'ORE']",KM 9 LIYETU,"MUM 409 XA, JJJ 362 XL & SEY 355 XA",2TRL & BUS,3 COM,"M.BENZ, DAF & MAZDA",2 TRL & BUS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,7,12,2016,120,1020,900,3,5,OND,ORE,SLV,
34,"['OND', 'ORE']",KM 17 BAGBE,"EPE 900 SQ, KJA 495 AJ, NND 457 XA & NO NOS","TRK, 2 CAR & BIKE",2 PVT & 2 COM,"MARK, TYT, V/WAGEN & SUZUKI","TRK, SHARON, TAXI & 100",3.0,8.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,14.0,12,17,2016,180,1800,1620,4,8,OND,ORE,SLV,WOV
35,"['OND', 'IFE']",KM 7 OLORUNLEKE,XY 866 AKD & KNH 67 XA,2 BUS,2 COM,2 MAZDA,2 BUS,15.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,17.0,12,19,2016,120,780,660,2,18,OND,IFE,SLV,
36,"['IFON', 'BEN']",KM 21 AGBANIKAKA AREA,NO NOS,CAR,PVT,AUDI,80,2.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,6.0,6,12,2016,120,1740,1620,1,12,IFON,BEN,SLV,
37,"['AKR', 'OWO']",KM 21 VBOLORUNDURO,"EM 182 FST, AG 36 FGB & LSD 321 CF",3 CAR,3 PVT,"TYT, MAZDA & MAXIMA","CAMRY, 323 & MAXIMA",5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,3,1,2017,360,1260,900,3,15,AKR,OWO,WOV,
38,"['AKR', 'OWO']",KM 11 OBA ILE JUNCT.,NND 957 AE & FKJ 146 XG,JEEP & BUS,PVT & COM,2 TYT,HIGHLANDER & HIACE,2.0,4.0,2.0,2.0,10.0,1.0,0.0,0.0,0.0,1.0,8.0,6.0,2.0,2.0,18.0,9,1,2017,300,900,600,2,8,AKR,OWO,SLV,WOV
39,"['AKR', 'OWO']",KM 11 OBA ILE JUNCT.,BF 95 BDJ,CAR,PVT,TYT,PREVIA,1.0,6.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,8.0,12,1,2017,600,1200,600,1,13,AKR,OWO,TBT,
40,"['ORE', 'LAG']",KM 13 AFTER AGRIC,BDG 150 XG & KWL 737 XA,LUX BUS & TRK,2 COM,MARCOPOLO & VOLVO,LUX BUS & TRK,2.0,6.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,50.0,20.0,6.0,3.0,79.0,2,1,2017,300,720,420,2,3,ORE,LAG,RTV,SLV
41,"['ORE', 'OND']",KM 19 ASEWELE,XB 117 SHK & KJA 920 CD,2 BUS,COM & PVT,2 TYT,HIACE & PICNIC,5.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,2.0,16.0,2,1,2017,240,900,660,2,16,ORE,OND,BRD,SLV
42,"['ORE', 'LAG']",KM 27 AKINFOSILE,KJA 63 DZ & LND 207 CX,CAR & JEEP,2 PVT,INFINITY & CHRISLER,NEON & JEEP,4.0,4.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,2.0,5.0,4.0,0.0,2.0,11.0,3,1,2017,120,840,720,2,8,ORE,LAG,DGD,FEV
43,"['ORE', 'LAG']",KM 3.3 NNPC FILLING STATION,NPF & UWN 420 ZT,P/UP & BUS,GOV & COM,2 TYT,HILUX & HIACE,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,17.0,3,1,2017,120,180,60,2,16,ORE,LAG,DGD,
44,"['ORE', 'BEN']",KM 24 OFOSU,NO NOS,TNK,COM,MACK,TNK,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,6,1,2017,240,840,600,1,12,ORE,BEN,DGD,SLV
45,"['ORE', 'BEN']",KM 24 OFOSU,KNM 800 XA,BUS,COM,TYT,HIACE,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,2.0,18.0,6,1,2017,60,180,120,1,16,ORE,BEN,SLV,BFL
46,"['ORE', 'BEN']",KM12 ASEJIRE,AWK 147 YC & FST 480 XK,BUS & TNK,PVT & COM,TYT & BEDFORD,SIENNA & LORRY,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,13.0,12,1,2017,720,1320,600,2,9,ORE,BEN,SPV,DGD
47,"['ORE', 'BEN']",KM 3 ORE JUNCT.,"REL 265 XA, AKR 156 AG, KJA 503 DW, GDD 433 YD & AKU 844 XA","3 BUS, CAR & TRL",3 PVT & 2 COM,4 TYT & MACK ,"2 PICNICS, AVENSIS, TRL & HIACE",4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,16.0,12,1,2017,180,360,180,5,17,ORE,BEN,SLV,BFL
48,"['ORE', 'LAG']",KM 40 ONOPARAGA,KJA 999 XT,TRK,COM,SCANIA,TRK,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1,17,2017,600,1200,600,1,2,ORE,LAG,SPV,LOC
49,"['OWO', 'AKR']",KM 0.7 FRM IKR JUNCT. B4 NIPCO PETROL STATION,WWW 206 MW & DR 519 LSR,2 CAR,2 PVT,NISSAN & TYT,ALMERA & PREVIA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,11.0,3,1,2017,60,240,180,2,10,OWO,AKR,DGD,
50,"['OWO', 'IFON']",KM 18 MELENGE MARKET,EPE 868 BF & AKL 619 YY,CAR & BUS,2 PVT,PGT & INNOSON,504 & BUS,12.0,13.0,0.0,1.0,26.0,0.0,1.0,0.0,0.0,1.0,12.0,13.0,0.0,1.0,26.0,3,1,2017,300,780,480,2,10,OWO,IFON,DGD,
51,"['IKR', 'ISUA']",KM 2 THEO AKANDE FILLING STATION IKR AKOKO,"AKD 335 AA, AKR 521 WK & JMU 274 VN","CAR, & 2 BIKE",PVT & B2 COM,TYT & 2 BAJAJ,CAMRY &B 2 BOXERSS,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2,1,2017,180,540,360,3,15,IKR,ISUA,BFL,
52,"['IKR', 'ISUA']",KM 21 OKE OKA,KUJ 359 GW,P/UP,COM,MIST,P/UP,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4,1,2017,120,300,180,1,11,IKR,ISUA,BFL,
53,"['IKR', 'ISUA']",KM 21 OKIA VALLEY,SMK 891 XT,TRL,COM,MACK,TRL,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,6,1,2017,240,660,420,1,13,IKR,ISUA,BFL,
54,"['IKR', 'ISUA']",KM  17 OKE OKA,EKY 505 XA & BLG 444 XA,2 TRL,2 COM,2 DAF,2 TRF,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8,1,2017,300,720,420,2,16,IKR,ISUA,BFL,
55,"['IKR', 'ISUA']",KM 24 EPIMI NNNPC FILLING BSTATION,IKK 188 UK,BUS,COM,PGT,J5,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,8,1,2017,300,960,660,1,12,IKR,ISUA,BFL,
56,"['OND', 'IFE']",KM 8 BEULA,SRA 795 MY,BIKE,COM,BAJAJ,BOXERS,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2,1,2017,120,780,660,1,22,OND,IFE,SLV,
57,"['IFON', 'BEN']",KM 9 SOBE,AKR 086 XE & AKR 160 YZ,2 BUS,PVT & COM,2 TYT,SHARON & HIACE,8.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,26.0,4,1,2017,60,360,300,2,12,IFON,BEN,SLV,
58,"['IFON', 'BEN']",KM 22 AGBANIKAKA AREA,SMK 676 XM & NIGERIA ARMY,TNK & P/UP,COM & GOV,MACK &TYT,TNK & P/UP,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,7.0,6,1,2017,120,600,480,2,0,IFON,BEN,SLV,
59,"['IFON', 'BEN']",KM 2 ADELABU  JUNCT. ,KRD 181 EM,CAR,PVT,TYT,CAMRY,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,16,2017,300,480,180,1,13,IFON,BEN,SLV,
60,"['AKR', 'OWO']",KM 1 INFRONT OF FRSC OFFICE,HIT & RUN,HIT & RUN,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1,2,2017,0,60,60,0,6,AKR,OWO,DGD,
61,"['AKR', 'IPT']",KM 3 FUTA GATE NORTH GATE,KSF 881 XT,TRK,COM,MACK,TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1,2,2017,0,180,180,1,13,AKR,IPT,DGD,
62,"['AKR', 'IPT']",KM 12 ERO,LSR 507 EM & XA 908 GKB,CAR & BUS,PVT  & COM,2 TYT,COROLLA & HIACE,4.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,17.0,4,2,2017,420,1200,780,2,12,AKR,IPT,WOV,
63,"['AKR', 'IPT']",KM 16 IGBARA OKE,LND 11 XC ,BUS,COM,TYT,HIACE,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,17.0,2,14,2017,600,1500,900,1,3,AKR,IPT,DGD,
64,"['AKR', 'OWO']",KM 0.2 SECRETARIAT,QC 208 LUY & HIT & RUN,BIKE,COM,GINCHENG,BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2,14,2017,120,240,120,1,16,AKR,OWO,SPV,
65,"['AKR', 'OWO']",KM 7.5 BENIN PARK,DKA 596 ZV & AKR 670 YZ,TNK & CAR,COM & PVT,MACK & DATSUN,TNK & CAR,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,2,24,2017,300,900,600,2,6,AKR,OWO,SOS,
66,"['ORE', 'BEN']",KM 3 CAROJI,KSF 727 XS,BUS,COM,TYT,HIACE,8.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,15.0,3,2,2017,180,600,420,1,4,ORE,BEN,SPV,LOC
67,"['ORE', 'BEN']",KM 4 AZOP BRIDGE ,KRD 533 CJ,CAR,PVT,MIST,CAR,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,5,2,2017,120,360,240,1,17,ORE,BEN,DGD,
68,"['ORE', 'LAG']",KM 18 STEP DOWN,EKY 673 XT & RAN 237 XA,TRK & TRL,2 COM,SCANIA & HOW0,TRK & TRL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,10,2,2017,600,1320,720,2,9,ORE,LAG,SPV,LOC
69,"['ORE', 'LAG']",KM 18 STEP DOWN,BJE 78 LG & DAL 568 ZX,TRK & TRL,GOV & COM,M/BENZ & HOWO SINO TRK,TRK & TRL,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,11,2,2017,1560,2340,780,2,3,ORE,LAG,SPV,
70,"['ORE', 'LAG']",KM 4 TOLL GATE,EKY 163 BK & NO NOS,CAR & BIKE,PVT  & COM,TYT & HAJUOE,COROLLA & ELEGANT,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,6.0,2,14,2017,120,240,120,2,13,ORE,LAG,SPV,
71,"['ORE', 'LAG']",KM 42 KAJOLA,KMC 45 XR & LND 298 XB,TRL & TRK,2 COM,HOWO SINO & MACK,TRL & TRK,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,2,14,2017,240,480,240,2,17,ORE,LAG,RTV,
72,"['ORE', 'LAG']",KM 20 AGO ODOGUN,XA 266 KRA & JJJ 698 XP,TNK & TRL,2 COM,BEDFORD & TURBO IVECO,TNK & TRL,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,2,22,2017,300,600,300,2,17,ORE,LAG,RTV,
73,"['OWO', 'IFON']",KM 2.5 OPP ECO BANK,WWW 77 XA & XA 303 KMC,TRK & BUS,2 COM,M/BENZ & PGT,TRK & J5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,6.0,24.0,4,2,2017,180,480,300,2,11,OWO,IFON,SPV,MDV
74,"['OWO', 'IFON']",KM 2 SHAGARI TOWN,MUS 351 CJ,CAR,PVT,TYT,CAMRY,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2,25,2017,180,480,300,1,18,OWO,IFON,SPV,
75,"['IKR', 'ISUA']",KM 21 OKIA,AAA 823 EF & NO NOS,CAR & TRL,PVT  & COM,TYT & HOWO SINO,COROLLA & TRL,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,9.0,12,2,2017,180,720,540,2,8,IKR,ISUA,BFL,
76,"['IKR', 'ISUA']",KM 18 PKE OKA,"KKH 56 AA, NO NOS & SMK 171 XN","CAR, TRK & LUX BUS",PVT & 2 COM,"NISSAN, DAF & MERCEDES","SUNNY,  TRK & 260",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,25.0,2,26,2017,300,960,660,3,14,IKR,ISUA,BFL,
77,"['OND', 'ORE']",KM 6 INDIGO AXIS,REE 709 AA & QY 321 KSD,BUS & BIKE,PVT  & COM,TYT & HAJUOE,PICNIN & SUZUKI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,10.0,5,2,2017,120,660,540,2,9,OND,ORE,SPV,
78,"['OND', 'AKR']",KM 8 OBOTO,AKR 648 AE,CAR,PVT,V/WAGEN,CAR,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,7.0,2,26,2017,120,960,840,1,8,OND,AKR,SPV,WOV
79,"['OND', 'AKR']",KM 7 IGBA AXIS,AKR 14 YT & DV 87 FST,2 CAR,2 PVT,2 NISSAN,PRIMERA & ALTIMA,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,2,26,2017,120,840,720,2,19,OND,AKR,SPV,
80,"['AKR', 'OND']",KM 22 KAJOLA,YAB 402 ZK,BUS,COM,TYT,HIACE,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,14.0,2,4,2017,180,900,720,1,12,AKR,OND,SPV,
